Label,Text
0,සැබෑ ස්වභාවය දුටු විට යමෙකුට සිතන්නේ ඇලෙන්නේ ගැටෙන්නේ කුමක් සඳහාද යන්නයි. සියලු රූප ධර්මයෝ අනිත්‍ය ය. චතුරාර්ය සත්‍යයන්ගෙන් හටගත් මේ ශරීරය ජීවිතයේ අවසානයේදී චතුරාර්ය සත්‍යයන් හා එක් වෙයි. එම නිසා නිවන් පිණිස කටයුතු කරමු.
0,අවධානය යොමු නොකරන මිනිසුන්ගෙන් කිසි දිනෙක සතුට සිනහව සැනසීමක් නොලැබේ.
0,සමහර තීරණ වල යථාර්ථය
0,සියලු සත්වයෝ මෙලොව දුකින් මිදෙත්වා ....!
0,"ශරීරය සෞඛ්‍ය සම්පන්නව වැඩීමට නම් ඔබ එළවළු පාත්ති සාදා තියාගෙන විතරක් නොඉඳ ඒවා ආහාරයට ගැනීම අවශ්‍ය වේ. එසේම, දහම් ආහාර සඳහා ධර්ම දේශනා, දහම් ග්‍රන්ථ ආදී දහම් පාත්ති වවා ගන්න, ඒවා භාවිතයට නොගෙන තිය ගන්නේ නැතිව භාවනාව වැඩීමට නිතර භාවිතා කරන්න."
0,මේ කියන්නේ අමා මහා ලොව්තුරු බුදුරජාණන් වහන්සේ ගැන ...
0,අම්මයි තාත්තයි මහළු මඩමේ.. මිතුරන් මුහුණු පොතේ.. අසල්වැසියන් බාර් එකේ.. නෑ පවුල් කාර්යාලයේ.. මගේ දරුවන් රූපවාහිනියේ.. මරණය දැන් දකුණු අතේ ය.
0,තමන්ට අයහපත පිණිස පවතින පව් කිරීම පහසුය.  නමුත් තමන්ට යහපත පිණිස පවතින දේ කිරීම අපහසුය
0,"අපටවත් අයිති නැති අපේ ජිවිතයේ,  තවත් කෙනෙකුගේ ජීවිතය අපේ යැයි කියන්නට උත්සාහ කරති"
0,මධ්‍යම ප්‍රතිපදාව නම් මනස ඇලෙන තැනට නොඇලී හා ගැටෙන තැන නොගැටී ප්‍රතික්ෂේප නොකර හැඟීම් දෙස සන්සුන්ව බැලීමයි.
0,සමාජයේ ජෝඩු බහුලව දක්නට ලැබෙන අතර පෙම්වතුන් දුර්ලභ ය
0,ජීවිතයේ බොහෝ ගැටලු පැන නගින්නේ ඔවුන් අපේ දුර්වලකම් හඳුනාගත් බැවිනි. ඔවුන් අපේ දුර්වලකම් හඳුනන බව අපට නොතේරේ.
0,දැනුම සොයන ඔබ වෙනුවෙන්. නියුමෝනියාවෙන් ආසාදනය වන්නේ පෙනහළු
0,"අපි ඒ ගැන සිතන්නේ නම්, අපි අතීතයෙන් ඉගෙන නොගත් බව අතීතයෙන්ම ඉගෙනගත හැකිය."
0,සිදුවිය හැකි දේ සහ සිදුනොවිය හැකි දේ පිළිබඳ නිමක් නැති ප්‍රහේලිකාවට මම රැවටුනෙමි .. මම අවංකද මෝඩයෙක්ද කියා මට සිතා ගැනීමට නොහැකි විය ..
0,දිගු ගමනකට පසු වෙහෙස දැනීම සාමාන්‍ය දෙයක් වන නමුත් මුල සිටම ඔබට මහන්සියක් දැනේ නම් කෙටි ගමනක් යාම සාමාන්‍ය දෙයකි.
0,එකතු කරන දේවල් වලින් කළ හැකි එකම දෙය සතුටුවීම පමණයි. නමුත් ඉතිරිවන දෙවල් වලින් දුක් නොවී ඉන්නත් පුළුවන්
0,"ඔබට දීර්ඝායුෂ ලැබීමට අවශ්‍ය නම්, ඔබේ ජීවිතය විනාශ කළ නොහැකි ලෙස ගෙන යාමට, සතුන් මැරීම නවත්වා, සතුන්ට හිංසා කිරීම නවත්වා සහ සියලු සතුන් කෙරෙහි අනුකම්පාවෙන් ජීවත් වන්න."
0,"මේ ලෝකය තුළ සතුට සඳහා පවතින්නේ, ශරීරයෙන්, වචනයෙන්, සිතින් කෙරෙන යම් සංවරයක් ඇත්ද, යමෙකුගේ ජීවිත කාලය තුළ යම් පිනක් සිදු වේද, එපමණයි පරලොවෙන් පසු සතුට උදෙසා ඉතිරි වන්නේ."
0,"නමෝ බුද්ධාය, මම මඩෙන් නැගී සරුසාර නෙළුම් මලක් මෙන් දම් සුවඳ විහිදුවන මලක් වෙමි."
0,ඔවුන් අන් අයට මෙන් අපටත් යහපතක් කරනු ඇතැයි බලාපොරොත්තු වෙන්න එපා. ඔවුන් අන් අයට නොකරන නරක දේ අපට නොකරනු ඇතැයි බලාපොරොත්තු වෙන්න එපා.
0,ඔබේ මානසික තත්ත්වය වැඩි දියුණු කරන පුද්ගලයින් සමඟ ඔබේ කාලය ගත කිරීමට සැමවිටම උත්සාහ කරන්න. ඔබට කලකිරීමක් දැනෙන්නේ නැත.
0,කුඩා දරුවන් තුළ වෙන් වීමේ සාංකාව
0,ආදරය කියන වචනයට මුලින්ම අවංක වචනය එන විට ජීවිතය වඩාත් සුන්දර වේ.
0,ජනෙසුත නම් වී ඇත්තේ ඔහු සියලු සතුන්ගේ දෙමාපියකු වූ බැවිනි. අමා සුව
0,ජනාධිපති මහින්ද රාජපක්ෂ මහතාට සහ ශ්‍රී.ල.පො.පෙ. ඓතිහාසික ජයග්‍රහණයක් ගෙන දුන් ජනතාවට සහ අපේක්‍ෂකයින්ට උණුසුම් සුභ පැතුම්! ඒකාබද්ධ විපක්ෂ නායක-
0,"මම ඔබෙන් ඉගෙන ගත් ආදරය. මට ඔබෙන් අවශ්‍ය ආදරය, ඔබෙන් මට ලැබෙන ආදරය, කිසි දිනෙක මට කිසිවෙකුගෙන් නොලැබෙනු ඇත ..."
0,මගේ ගීතයේ තනුව ඔබයි අප්පච්චි
0,දැනුම සොයන ඔබ වෙනුවෙන්. බටහිර ඉන්දීය කොදෙව්හි පළමු ගවේෂකයා වූයේ ක්‍රිස්ටෝපර් කොලොම්බස් ය
0,කායික හා මානසික සෞඛ්‍ය රැකවරණයක් සහිත නිදහස් සෞඛ්‍ය සම්පන්න රාත්‍රියක් වේවා. ඔබට සම්මා සම්බුදු සරණයි
0,අපි කුඩා කාලයේ අපේ දෙමාපියන් අපට කිවුවේ සංඝයා වහන්සේට පූජා නොකර කිසි විටෙකත් ආහාර නොගන්නා ලෙසයි. (දුටුගැමුණු කුමරු - මහාවංශය 25 වන පරිච්ඡේදය)
0,සම්බුදු සරණයි. ප්‍රඥාවන්ත ධර්මයෙන් සිත පහදවා ගැනීම අප සැමගේ ප්‍රාර්ථනයයි. අමා මහා නිර්වාණය සාක්ෂාත් කර ගැනීමට වෙර දරයි.
0,දුවපැන්න ඉපනැල්ල සිනාසෙමින් අත වනනවා. පංසලේ සිල් සුවඳයි. පොඩි නමට ආදරෙයි
0,"බුදු සරනයි. සසරේ අතරමන් වී දුවන එක නවතා ස්වාමින් වහන්සේ සොයා පැමිණියේය රැකවරණය පතා. දුක, සතුට, නින්දාව, ප්‍රශංසා ඇතිවෙලා නැතිවෙලා යන ලෝකය අනිත්‍යයි."
0,තාත්තා සිටියා නම් බොහෝ දේ වෙනස් වීමට ඉඩ තිබුණි
0,මට ඒ ඇස් දෙක එක පාරක් බලන්න ඕන ..
0,කවුරුහරි ඔබට කෙතරම් නරක ලෙස සැලකුවත් කමක් නැත. කිසි විටෙකත් ඔවුන්ගේ තත්වයට වැටෙන්න එපා. සන්සුන්ව සිට ඒවායින් මිදෙන්න.
0,දරුවාගේ සනීපාරක්ෂාව
0,කුඩා දරුවන් තුළ අසාත්මිකතා ඇති කරන ආහාර
0,"වයසට ගියත් වයසට නොයන්නෝ. ධර්මය අනුව දක්ශ, ආර්ය පුද්ගලයා විනය ගරුකව තම ජීවිතය ගත කරන අතර ස්වරූපයෙන් මමත්වය වර්ධනය නොවේ (මහා මංගල සූත්‍රයට අනුව)."
0,ඒ ආදරය වෙනුවෙන්..මෙම හෘද ස්පන්දනය සැමවිටම ස්පන්දනය වේ ...
0,හෙටත් සුදු කෙල්ලෝ තමයි ලස්සනම. මම අද ඔයාව දැක්කෙ නැත්නම් .. ආදරෙයි මැණික
0,මොන ප්‍රශ්නය ආවත් ඔහු මගේ ගාවින් ඉන්නවා නේද කියලා හිතෙනකොට ශක්තියක් දැනේ.
0,අතරමගදි අත්හැරීමට අදහස් කරන්නේ නම් කිසිවෙකුගේ දෑතින් අල්ලන්න එපා
0,ඔබේ සැනසීම ඇත්තේ අන් අය තුළ නොවේ. එය ඇත්තේ බුදුන්ගේම ධර්මයේය
0,"පින්වත, මේ ධර්මය ඔබව සැකයෙන් පමණක් නොව සසරින් ද එතෙර කරවයි."
0,ඔබට එය නොලැබෙන බව දැන බලා සිටීම වේදනාකාරී ය ... නමුත් එය ඔබේ ජීවිතයේ වැදගත්ම දෙය නම් ඔබට ඒ වේදනාව විඳ දරා ගැනීමට සිදු වේ ...
0,දෙන දේවල සුවඳ පැතිරේ
0,ආදරය රිදෙන විට මිනිසුන් තනිකමට හුරුවේ
0,"මම ඔබට ගොඩක් ආදරෙයි, කොන්දේසි විරහිත ආදරය ..."
0,බුදුරජාණන් වහන්සේ සියලු දුකෙන් ගැලවීමේ මාර්ගය දේශනා කර ඇත. ඔබ ඇයි ප්‍රමාද?
0,දරා ගත නොහැකි ආදරය මධ්‍යයේ ඔබ මගේ ජීවිතය වී ඇත
0,"එබඳු භික්ෂුවක් ‘ශාස්තෘ’ නම් වේ (ඔහු සසරින් එතෙර කරවන හෙයින්), ‘සත්ථවාහ’ නම් වේ  (කෙලෙස් යුද්ධයෙන් දිනූ හෙයින්), ‘රණඤජහ’ නම් වේ (අඳුර නැති කරන හෙයින්) 'තමෝනුද' නම් වේ (ප්‍රඥාලෝකය ඇති කරන නිසා). එය 'ආලෝකකර' නම් වේ (ආලෝකයෙන් ප්‍රභාමත් කරන නිසා) . 'ඕභාසකර' නම් වේ (නුවණ නමැති පහන දල්වා දෙන නිසා). ‘පජ්ජෝතකර’ නම් වේ (ප්‍රඥාවේ පහන දල්වන නිසා). ‘උක්කධාරා’ නම් වේ (ප්‍රඥාවේ ආලෝකය දරණ නිසා). ‘පභංකර’ ලෙස ද හැඳින්වේ (සදහම් ඇස් ඇති නිසා)."
0,හැමදේම මොහොතකින් අවසන් වේ. මෙය තේරුම් ගන්න අය දුකට යට නොවන දූපතක් ලෙස සිටී.
0,"මහණෙක් ක්‍රෝධය පැතිරී ගිය සර්ප විෂක් ඖෂධයෙන් නසන්නාක් මෙන් දුරු කෙරේ ද, ඒ මහණ සර්පයෙකු දිරාගිය සැව අතහරින්නාක් වගේ සසර දුරු කරන්නේ ය.       "
0,"ආදරය නම් .., නිදහස දෙන්න ..අයිති නම් .., ඉඳී .. නැත්නම් .. යයි .."
0,හරිතැන නතර වූ විට ආදරය ඔබේ ජීවිතය හැඩගස්වනු ඇත
0,වෙහෙසට පත් වී දැන් ඔබ නොමැතිව සිටින කාලය නියඟයක් වැනිය. සුළු බලාපොරොත්තු ඇත. දවසක ඔබ ඇවිත් මේ වැස්ස රැගෙන මේ නියඟය අවසන් කරනවා
0,හිරු බැස යාමට නම් හිරු උදාවිය යුතුයි. සඳ පැමිණීමට නම් ඉර බැසිය යුතුය. ඉර පැමිණීමට නම් සඳ බැස යා යුතුය. ඒ වගේ මට එන්න ඔයා ඉඩ දෙන්න ඕන
0,ඔබට දුකෙන් වැළකීමට අවශ්‍ය නම් එය අත්හරින්න
0,"අනුබුදු මිහිඳු මහරහතන් වහන්සේට ධර්ම දානය වන්දනා කළ අනුබුදු මිහිඳු මහරහතන් වහන්සේගේ වන්දනාව 2563 පොසොන් පුර පසළොස්වක පොහෝ 27 වෙනිදා සවස 3 ට කළුතර, සේරුපිට ඉසිපතන මහමෙව්නාව භාවනා අසපුවේදී පැවැත්වේ."
